"helys","hossz","szel","long","lat"
"Ceglédbercel","19:40.22","47:13.40",19.6703333333333,47.2233333333333
"Celldömölk","17:09.18","47:15.47",17.153,47.2578333333333
"Cered","19:57.93","48:08.75",19.9655,48.1458333333333
"Chernelházadamonya","16:50.31","47:21.70",16.8385,47.3616666666667
"Cibakháza","20:12.24","46:57.32",20.204,46.9553333333333
"Cigánd","21:53.33","48:15.44",21.8888333333333,48.2573333333333
"Cikó","18:33.55","46:15.16",18.5591666666667,46.2526666666667
"Cirák","17:01.79","47:28.72",17.0298333333333,47.4786666666667
"Cún","18:04.18","45:48.72",18.0696666666667,45.812
"Csabacsûd","20:39.12","46:49.49",20.652,46.8248333333333
"Csabaszabadi","20:57.18","46:34.55",20.953,46.5758333333333
"Csabdi","18:36.65","47:31.34",18.6108333333333,47.5223333333333
"Csabrendek","17:17.46","47:01.94",17.291,47.0323333333333
"Csáfordjánosfa","16:57.06","47:24.93",16.951,47.4155
"Csaholc","22:43.96","47:59.14",22.7326666666667,47.9856666666667
"Csajág","18:11.13","47:02.63",18.1855,47.0438333333333
"Csákány","17:16.52","46:32.19",17.2753333333333,46.5365
"Csákánydoroszló","16:30.57","46:58.65",16.5095,46.9775
"Csákberény","18:19.67","47:21.11",18.3278333333333,47.3518333333333
"Csákvár","18:28.17","47:23.73",18.4695,47.3955
"Csanádalberti","20:42.51","46:19.61",20.7085,46.3268333333333
"Csanádapáca","20:53.19","46:32.52",20.8865,46.542
"Csanádpalota","20:43.59","46:14.47",20.7265,46.2411666666667
"Csánig","17:01.62","47:25.87",17.027,47.4311666666667
"Csány","19:49.83","47:38.88",19.8305,47.648
"Csányoszró","17:54.79","45:52.91",17.9131666666667,45.8818333333333
"Csanytelek","20:06.97","46:36.07",20.1161666666667,46.6011666666667
"Csapi","17:05.40","46:31.75",17.09,46.5291666666667
"Csapod","16:55.66","47:31.14",16.9276666666667,47.519
"Csárdaszállás","20:56.22","46:51.88",20.937,46.8646666666667
"Csarnóta","18:13.14","45:53.75",18.219,45.8958333333333
"Csaroda","22:27.55","48:09.74",22.4591666666667,48.1623333333333
"Császár","18:08.59","47:30.12",18.1431666666667,47.502
"Császártöltés","19:10.92","46:25.48",19.182,46.4246666666667
"Császló","22:43.47","47:54.97",22.7245,47.9161666666667
"Csátalja","18:56.83","46:02.08",18.9471666666667,46.0346666666667
"Csatár","16:52.37","46:46.74",16.8728333333333,46.779
"Csataszög","20:23.03","47:17.00",20.3838333333333,47.2833333333333
"Csatka","17:58.58","47:22.61",17.9763333333333,47.3768333333333
"Csávoly","19:08.85","46:11.50",19.1475,46.1916666666667
"Csebény","17:55.82","46:11.44",17.9303333333333,46.1906666666667
"Csécse","19:37.43","47:52.04",19.6238333333333,47.8673333333333
"Csegöld","22:45.88","47:52.79",22.7646666666667,47.8798333333333
"Csehbánya","17:41.13","47:10.85",17.6855,47.1808333333333
"Csehi","16:56.78","47:02.18",16.9463333333333,47.0363333333333
"Csehimindszent","16:57.33","47:02.88",16.9555,47.048
"Csém","18:05.07","47:40.95",18.0845,47.6825
"Csemõ","19:41.72","47:06.97",19.6953333333333,47.1161666666667
"Csempeszkopács","16:48.50","47:09.39",16.8083333333333,47.1565
"Csengele","19:51.92","46:32.54",19.8653333333333,46.5423333333333
"Csenger","22:40.57","47:50.24",22.6761666666667,47.8373333333333
"Csengersima","22:47.72","48:03.31",22.7953333333333,48.0551666666667
"Csengerújfalu","22:37.62","47:48.42",22.627,47.807
"Csengõd","19:15.97","46:43.00",19.2661666666667,46.7166666666667
"Csénye","16:52.16","47:14.24",16.8693333333333,47.2373333333333
"Csenyéte","21:02.53","48:26.05",21.0421666666667,48.4341666666667
"Csép","18:03.82","47:34.64",18.0636666666667,47.5773333333333
"Csépa","20:07.95","46:48.13",20.1325,46.8021666666667
"Csepreg","16:42.66","47:24.16",16.711,47.4026666666667
"Csér","16:55.93","47:25.06",16.9321666666667,47.4176666666667
"Cserdi","17:59.49","46:04.89",17.9915,46.0815
"Cserénfa","17:52.89","46:18.47",17.8815,46.3078333333333
"Cserépfalu","20:32.19","47:56.50",20.5365,47.9416666666667
"Cserépváralja","20:33.64","47:55.91",20.5606666666667,47.9318333333333
"Cserháthaláp","19:22.85","47:58.75",19.3808333333333,47.9791666666667
"Cserhátsurány","19:25.55","47:58.67",19.4258333333333,47.9778333333333
"Cserhátszentiván","19:34.93","47:56.39",19.5821666666667,47.9398333333333
"Cserkeszõlõ","20:12.55","46:51.98",20.2091666666667,46.8663333333333
"Cserkút","18:08.18","46:04.60",18.1363333333333,46.0766666666667
"Csernely","20:20.33","48:08.59",20.3388333333333,48.1431666666667
"Cserszegtomaj","17:14.07","46:48.39",17.2345,46.8065
"Csertalakos","16:41.99","46:38.53",16.6998333333333,46.6421666666667
"Csertõ","17:48.20","46:05.60",17.8033333333333,46.0933333333333
"Csesznek","17:53.19","47:21.18",17.8865,47.353
"Csesztreg","16:31.04","46:42.87",16.5173333333333,46.7145
"Csesztve","19:16.88","48:00.99",19.2813333333333,48.0165
"Csetény","18:00.01","47:18.97",18.0001666666667,47.3161666666667
"Csévharaszt","19:25.67","47:17.76",19.4278333333333,47.296
"Csibrák","18:20.80","46:28.01",18.3466666666667,46.4668333333333
"Csikéria","19:28.78","46:06.89",19.4796666666667,46.1148333333333
"Csikóstõttõs","18:09.49","46:20.52",18.1581666666667,46.342
"Csikvánd","17:27.27","47:28.13",17.4545,47.4688333333333
"Csincse","20:46.21","47:53.31",20.7701666666667,47.8885
"Csipkerek","16:56.68","47:04.44",16.9446666666667,47.074
"Csitár","19:25.91","48:03.22",19.4318333333333,48.0536666666667
"Csobád","21:01.64","48:16.88",21.0273333333333,48.2813333333333
"Csobaj","21:20.33","48:02.91",21.3388333333333,48.0485
"Csobánka","18:58.10","47:38.73",18.9683333333333,47.6455
"Csókakõ","18:16.37","47:21.29",18.2728333333333,47.3548333333333
"Csokonyavisonta","17:26.79","46:04.74",17.4465,46.079
"Csokvaomány","20:22.49","48:09.96",20.3748333333333,48.166
"Csolnok","18:42.95","47:41.59",18.7158333333333,47.6931666666667
"Csólyospálos","19:50.26","46:25.18",19.8376666666667,46.4196666666667
"Csoma","18:03.06","46:22.32",18.051,46.372
"Csomád","19:14.20","47:39.32",19.2366666666667,47.6553333333333
"Csombárd","17:40.23","46:27.15",17.6705,46.4525
"Csongrád","20:08.54","46:42.81",20.1423333333333,46.7135
"Csonkahegyhát","16:43.23","46:48.07",16.7205,46.8011666666667
"Csonkamindszent","17:58.14","46:03.27",17.969,46.0545
"Csopak","17:55.64","46:58.62",17.9273333333333,46.977
"Csór","18:15.34","47:12.30",18.2556666666667,47.205
"Csorna","17:15.26","47:36.79",17.2543333333333,47.6131666666667
"Csorvás","20:50.02","46:37.88",20.8336666666667,46.6313333333333
"Csót","17:36.21","47:21.63",17.6035,47.3605
"Csöde","16:32.04","46:49.13",16.534,46.8188333333333
"Csögle","17:15.44","47:13.05",17.2573333333333,47.2175
"Csökmõ","21:17.52","47:01.78",21.292,47.0296666666667
"Csököly","17:33.52","46:17.99",17.5586666666667,46.2998333333333
"Csömend","17:29.51","46:34.25",17.4918333333333,46.5708333333333
"Csömödér","16:38.44","46:36.58",16.6406666666667,46.6096666666667
"Csömör","19:13.76","47:32.80",19.2293333333333,47.5466666666667
"Csönge","17:03.94","47:21.08",17.0656666666667,47.3513333333333
"Csörnyeföld","16:38.06","46:30.06",16.6343333333333,46.501
"Csörötnek","16:22.52","46:57.05",16.3753333333333,46.9508333333333
"Csõsz","18:25.03","47:02.26",18.4171666666667,47.0376666666667
"Csõvár","19:19.52","47:48.82",19.3253333333333,47.8136666666667
"Csurgó","17:05.88","46:15.40",17.098,46.2566666666667
"Csurgónagymarton","17:04.97","46:17.71",17.0828333333333,46.2951666666667
"Dabas","19:18.95","47:10.89",19.3158333333333,47.1815
"Dabronc","17:10.09","47:01.85",17.1681666666667,47.0308333333333
"Dabrony","17:19.69","47:14.62",17.3281666666667,47.2436666666667
"Dad","18:13.61","47:31.17",18.2268333333333,47.5195
"Dág","18:43.25","47:39.86",18.7208333333333,47.6643333333333
"Dáka","17:25.49","47:17.20",17.4248333333333,47.2866666666667
"Dalmand","18:11.55","46:29.47",18.1925,46.4911666666667
"Damak","20:49.34","48:19.05",20.8223333333333,48.3175
"Dámóc","22:02.48","48:22.63",22.0413333333333,48.3771666666667
"Dánszentmiklós","19:33.06","47:12.66",19.551,47.211
"Dány","19:32.77","47:31.15",19.5461666666667,47.5191666666667
"Daraboshegy","16:34.24","46:57.61",16.5706666666667,46.9601666666667
"Darány","17:35.44","45:58.94",17.5906666666667,45.9823333333333
"Darnó","22:39.76","47:57.51",22.6626666666667,47.9585
"Darnózseli","17:25.59","47:51.00",17.4265,47.85
"Darvas","21:20.34","47:06.09",21.339,47.1015
"Dávod","18:55.30","45:59.92",18.9216666666667,45.9986666666667
"Debercsény","19:19.15","47:57.84",19.3191666666667,47.964
"Debrecen","21:38.23","47:31.73",21.6371666666667,47.5288333333333
"Debréte","20:52.03","48:30.03",20.8671666666667,48.5005
"Decs","18:45.49","46:17.05",18.7581666666667,46.2841666666667
"Dédestapolcsány","20:29.14","48:10.81",20.4856666666667,48.1801666666667
"Dég","18:26.77","46:52.42",18.4461666666667,46.8736666666667
"Dejtár","19:10.32","48:02.31",19.172,48.0385
"Délegyháza","19:04.10","47:15.13",19.0683333333333,47.2521666666667
"Demecser","21:55.22","48:06.48",21.9203333333333,48.108
"Demjén","20:20.13","47:49.85",20.3355,47.8308333333333
"Dencsháza","17:50.26","45:59.62",17.8376666666667,45.9936666666667
"Dénesfa","17:01.96","47:27.36",17.0326666666667,47.456
"Derecske","21:33.87","47:21.13",21.5645,47.3521666666667
"Derekegyház","20:21.45","46:34.96",20.3575,46.5826666666667
"Deszk","20:14.63","46:13.02",20.2438333333333,46.217
"Detek","21:01.14","48:20.05",21.019,48.3341666666667
"Detk","20:05.93","47:44.98",20.0988333333333,47.7496666666667
"Dévaványa","20:57.74","47:01.73",20.9623333333333,47.0288333333333
"Devecser","17:26.24","47:06.37",17.4373333333333,47.1061666666667
"Dinnyeberki","17:57.50","46:05.92",17.9583333333333,46.0986666666667
"Diósberény","18:26.67","46:32.00",18.4445,46.5333333333333
"Diósd","18:57.02","47:24.57",18.9503333333333,47.4095
"Diósjenõ","19:02.79","47:56.61",19.0465,47.9435
"Dióskál","17:03.38","46:40.40",17.0563333333333,46.6733333333333
"Diósviszló","18:10.10","45:52.65",18.1683333333333,45.8775
"Doba","17:22.56","47:09.92",17.376,47.1653333333333
"Dobogókõ","18:54.17","48:43.17",18.9028333333333,48.7195
"Doboz","21:14.73","46:44.15",21.2455,46.7358333333333
"Dobri","16:34.94","46:30.99",16.5823333333333,46.5165
"Dobronhegy","16:45.14","46:49.24",16.7523333333333,46.8206666666667
"Dóc","20:08.27","46:26.25",20.1378333333333,46.4375
"Domaháza","20:06.34","48:10.93",20.1056666666667,48.1821666666667
"Domaszék","20:00.29","46:14.69",20.0048333333333,46.2448333333333
"Dombegyház","21:07.97","46:20.33",21.1328333333333,46.3388333333333
"Dombiratos","21:07.00","46:25.34",21.1166666666667,46.4223333333333
"Dombóvár","18:37.36","46:23.95",18.6226666666667,46.3991666666667
"Dombrád","21:55.35","48:13.73",21.9225,48.2288333333333
"Domony","19:26.10","47:39.35",19.435,47.6558333333333
"Domoszló","20:06.93","47:49.80",20.1155,47.83
"Dormánd","20:25.25","47:43.18",20.4208333333333,47.7196666666667
"Dorog","18:43.92","47:43.64",18.732,47.7273333333333
"Dorogháza","19:54.19","47:59.25",19.9031666666667,47.9875
"Dozmat","16:30.73","47:14.08",16.5121666666667,47.2346666666667
"Döbörhegy","16:42.23","46:59.47",16.7038333333333,46.9911666666667
"Döbröce","17:11.36","46:56.22",17.1893333333333,46.937
"Döbrököz","18:14.55","46:25.39",18.2425,46.4231666666667
"Döbrönte","17:32.91","47:13.77",17.5485,47.2295
"Döge","22:04.41","48:15.66",22.0735,48.261
"Dömös","18:54.80","47:45.80",18.9133333333333,47.7633333333333
"Dömsöd","19:00.79","47:05.47",19.0131666666667,47.0911666666667
"Dör","17:18.07","47:35.91",17.3011666666667,47.5985
"Dörgicse","17:43.53","46:55.35",17.7255,46.9225
"Döröske","16:42.03","47:00.76",16.7005,47.0126666666667
"Dötk","17:00.56","46:56.64",17.0093333333333,46.944
"Dövény","20:32.77","48:20.93",20.5461666666667,48.3488333333333
"Drágszél","19:02.32","46:28.06",19.0386666666667,46.4676666666667
"Drávacsehi","18:10.02","45:48.74",18.167,45.8123333333333
"Drávacsepely","18:08.35","45:49.83",18.1391666666667,45.8305
"Drávafok","17:45.93","45:53.18",17.7655,45.8863333333333
"Drávagárdony","17:36.41","45:56.69",17.6068333333333,45.9448333333333
"Drávaiványi","17:49.11","45:50.82",17.8185,45.847
"Drávakeresztúr","17:45.66","45:50.35",17.761,45.8391666666667
"Drávapalkonya","18:10.86","45:48.22",18.181,45.8036666666667
"Drávapiski","18:06.09","45:50.47",18.1015,45.8411666666667
"Drávaszabolcs","18:12.74","45:48.29",18.2123333333333,45.8048333333333
"Drávaszerdahely","18:09.92","45:50.21",18.1653333333333,45.8368333333333
"Drávasztára","17:49.41","45:49.36",17.8235,45.8226666666667
"Drávatamási","17:34.41","45:56.56",17.5735,45.9426666666667
"Drégelypalánk","19:03.33","48:03.09",19.0555,48.0515
"Dubicsány","20:29.61","48:17.07",20.4935,48.2845
"Dudar","17:56.76","47:18.67",17.946,47.3111666666667
"Duka","16:37.04","47:05.27",16.6173333333333,47.0878333333333
"Dunaalmás","18:19.86","47:44.00",18.331,47.7333333333333
"Dunabogdány","19:02.05","47:47.60",19.0341666666667,47.7933333333333
"Dunaegyháza","18:57.66","46:50.39",18.961,46.8398333333333
"Dunafalva","18:46.76","46:05.00",18.7793333333333,46.0833333333333
"Dunaföldvár","18:55.45","46:47.29",18.9241666666667,46.7881666666667
"Dunaharaszti","19:05.83","47:21.33",19.0971666666667,47.3555
"Dunakeszi","19:08.47","47:37.97",19.1411666666667,47.6328333333333
"Dunakiliti","17:17.32","47:57.97",17.2886666666667,47.9661666666667
"Dunapataj","19:00.03","46:38.67",19.0005,46.6445
"Dunaremete","17:26.33","47:52.61",17.4388333333333,47.8768333333333
"Dunaszeg","17:32.50","47:46.15",17.5416666666667,47.7691666666667
"Dunaszekcsõ","18:45.60","46:05.22",18.76,46.087
"Dunaszentbenedek","18:53.66","46:35.70",18.8943333333333,46.595
"Dunaszentgyörgy","18:49.02","46:31.66",18.817,46.5276666666667
"Dunaszentmiklós","18:22.67","47:42.13",18.3778333333333,47.7021666666667
"Dunaszentpál","17:30.24","47:46.58",17.504,47.7763333333333
"Dunasziget","17:21.16","47:56.33",17.3526666666667,47.9388333333333
"Dunatetétlen","19:05.73","46:45.51",19.0955,46.7585
"Dunaújváros","18:56.13","46:58.03",18.9355,46.9671666666667
"Dunavarsány","19:04.11","47:16.77",19.0685,47.2795
"Dunavecse","18:58.37","46:54.90",18.9728333333333,46.915
"Dusnok","18:57.56","46:23.40",18.9593333333333,46.39
"Dúzs","18:22.89","46:29.48",18.3815,46.4913333333333
"Ebergõc","16:48.81","47:33.87",16.8135,47.5645
"Ebes","21:29.45","47:28.27",21.4908333333333,47.4711666666667
"Écs","17:42.28","47:33.67",17.7046666666667,47.5611666666667
"Ecséd","19:46.23","47:43.93",19.7705,47.7321666666667
"Ecseg","19:36.40","47:53.92",19.6066666666667,47.8986666666667
"Ecsegfalva","20:55.54","47:08.76",20.9256666666667,47.146
"Ecseny","17:51.47","46:33.27",17.8578333333333,46.5545
"Ecser","19:19.21","47:26.49",19.3201666666667,47.4415
"Edde","17:43.08","46:31.48",17.718,46.5246666666667
"Edelény","20:45.45","48:19.09",20.7575,48.3181666666667
"Edve","17:08.23","47:27.33",17.1371666666667,47.4555
"Eger","20:22.75","47:54.04",20.3791666666667,47.9006666666667
"Egerág","18:18.41","45:58.98",18.3068333333333,45.983
"Egeralja","17:14.51","47:14.19",17.2418333333333,47.2365
"Egeraracsa","17:04.84","46:40.22",17.0806666666667,46.6703333333333
"Egerbakta","20:17.55","47:56.07",20.2925,47.9345
"Egerbocs","20:15.64","48:01.60",20.2606666666667,48.0266666666667
"Egercsehi","20:15.44","48:03.26",20.2573333333333,48.0543333333333
"Egerfarmos","20:32.37","47:43.16",20.5395,47.7193333333333
"Egerlövõ","20:37.15","47:43.19",20.6191666666667,47.7198333333333
"Egerszalók","20:19.53","47:52.43",20.3255,47.8738333333333
"Egerszólát","20:16.21","47:53.51",20.2701666666667,47.8918333333333
"Égerszög","20:35.29","48:26.62",20.5881666666667,48.4436666666667
"Egervár","16:50.78","46:56.61",16.8463333333333,46.9435
"Egervölgy","16:54.39","47:07.23",16.9065,47.1205
"Egyed","17:20.49","47:31.04",17.3415,47.5173333333333
"Egyek","20:53.54","47:37.64",20.8923333333333,47.6273333333333
"Egyházasdengeleg","19:33.46","47:47.88",19.5576666666667,47.798
"Egyházasfalu","16:46.07","47:27.83",16.7678333333333,47.4638333333333
"Egyházasgerge","19:38.94","48:10.82",19.649,48.1803333333333
"Egyházasharaszti","18:20.16","45:48.62",18.336,45.8103333333333
"Egyházashetye","17:07.27","47:10.21",17.1211666666667,47.1701666666667
"Egyházashollós","16:41.76","47:03.38",16.696,47.0563333333333
"Egyházaskeszõ","17:19.86","47:25.00",17.331,47.4166666666667
"Egyházaskozár","18:19.15","46:19.86",18.3191666666667,46.331
"Egyházasrádóc","16:37.04","47:05.27",16.6173333333333,47.0878333333333
"Elek","21:15.24","46:31.80",21.254,46.53
"Ellend","18:22.70","46:03.43",18.3783333333333,46.0571666666667
"Elõszállás","18:49.39","46:49.92",18.8231666666667,46.832
"Emõd","20:48.96","47:56.19",20.816,47.9365
"Encs","21:07.17","48:19.87",21.1195,48.3311666666667
"Encsencs","22:07.05","47:44.50",22.1175,47.7416666666667
"Endrefalva","19:34.67","48:07.63",19.5778333333333,48.1271666666667
"Endrõc","17:46.14","45:55.72",17.769,45.9286666666667
"Enese","17:25.33","47:38.62",17.4221666666667,47.6436666666667
"Enying","18:14.91","46:55.46",18.2485,46.9243333333333
"Eperjes","20:33.80","46:42.56",20.5633333333333,46.7093333333333
"Eperjeske","22:12.82","48:20.78",22.2136666666667,48.3463333333333
"Eplény","17:54.88","47:12.72",17.9146666666667,47.212
"Epöl","18:38.52","47:38.76",18.642,47.646
"Ercsi","18:53.72","47:14.97",18.8953333333333,47.2495
"Érd","18:54.62","47:23.73",18.9103333333333,47.3955
"Erdõbénye","21:21.18","48:15.91",21.353,48.2651666666667
"Erdõhorváti","21:25.69","48:18.89",21.4281666666667,48.3148333333333
"Erdõkertes","19:18.82","47:40.34",19.3136666666667,47.6723333333333
"Erdõkövesd","20:06.26","48:02.28",20.1043333333333,48.038
"Erdõkürt","19:27.61","47:46.43",19.4601666666667,47.7738333333333
"Erdõsmárok","18:32.87","46:03.45",18.5478333333333,46.0575
"Erdõsmecske","18:30.80","46:10.51",18.5133333333333,46.1751666666667
"Erdõtarcsa","19:32.45","47:45.87",19.5408333333333,47.7645
"Erdõtelek","20:18.75","47:41.20",20.3125,47.6866666666667
"Erk","20:04.72","47:36.61",20.0786666666667,47.6101666666667
"Érpatak","21:45.72","47:48.58",21.762,47.8096666666667
"Érsekcsanád","18:59.08","46:15.18",18.9846666666667,46.253
"Érsekhalma","19:07.48","46:20.92",19.1246666666667,46.3486666666667
"Érsekvadkert","19:12.02","47:59.96",19.2003333333333,47.9993333333333
"Értény","18:08.17","46:36.86",18.1361666666667,46.6143333333333
"Erzsébet","18:27.68","46:06.02",18.4613333333333,46.1003333333333
"Esztár","21:46.45","47:17.02",21.7741666666667,47.2836666666667
"Eszteregnye","16:53.10","46:28.43",16.885,46.4738333333333
